	CancerType	CellLineName	ExpressionArrayName	Gender	HistSubtype	Histology	PrimarySite	SNPArrayName	Source
badb71fd-8991-4c56-b924-2549a16df08d	LIHC	HuH-7	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C11_419730	M	hepatocellular_carcinoma	carcinoma	liver	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_H12_437494	HSRRB
bb7bca6a-41e7-465e-b58b-650411105291	BRCA	HCC1937	CASED_p_NCLE_RNA4_HG-U133_Plus_2_E05_383680	F	ductal_carcinoma	carcinoma	breast	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B04_437302	ATCC
bb828431-3fe4-42a8-9eda-80284cdf3113	STAD	MKN-45	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D04_474670	F	diffuse_adenocarcinoma	carcinoma	stomach	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D11_464720	HSRRB
bbd3b9f5-7e8f-41eb-a3fe-135b7acd35bd	COAD	SW1417	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H05_296166	F	adenocarcinoma	carcinoma	large_intestine	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D05_335268	ATCC
bbdfc980-47fe-4b4c-892f-6daddac199a6	COAD	SNU-1197	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C06_698904	M	NS	carcinoma	large_intestine	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_B10_780248	KCLB
bc2d2082-143c-4a0b-bfa2-8b0c277ea38a	KIRC	G-402	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G06_296144	F	NS	rhabdoid_tumour	soft_tissue	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E02_335286	ATCC
bc5385a0-c588-484a-89b4-2af68f68d553	KIRC	VMRC-RCZ	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G06_241004		renal_cell_carcinoma	carcinoma	kidney	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A05_256010	HSRRB
bca30ecd-2c07-470f-b5cd-6a8512b7c675	OV	OV7	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_F06_569466	F	NS	carcinoma	ovary	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D02_578304	ECACC
bcad83c2-2d46-438f-93e4-a89122b07935	LCLL	EHEB	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F06_523632	F	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F11_490410	DSMZ
bcfa0882-3013-4dbd-810e-2f4e5cda78cb	STAD	KE-39	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_G07_419800	M	NS	carcinoma	stomach	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D08_411020	RIKEN
bd30ed4a-1e38-4b26-928c-f0fb20a27181	BRCA	MDA-MB-435S	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_D05_569444	F	NS	malignant_melanoma	skin	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F03_698654	ATCC
bd40a090-0354-43fe-9754-d794f49a73e0	LUSC	NCI-H1435	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A03_474622	F	non_small_cell_carcinoma	carcinoma	lung	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_D03_464550	ATCC
bd6ca3b0-cfbb-4acb-9c0b-56ec92fc6e91	LUSC	NCI-H2029	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E05_436558	F	small_cell_carcinoma	carcinoma	lung	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E10_437262	ATCC
bde66db2-40f5-4a47-92b4-151050895755	COAD	KM12	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_D03_257674		adenocarcinoma	carcinoma	large_intestine	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D03_256078	Academic Lab
be0e4162-353f-44d1-922f-971ad026e68e	BRCA	EFM-19	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A05_295998	F	ductal_carcinoma	carcinoma	breast	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E11_246726	DSMZ
be337514-4b66-443e-af67-1c641ca5c647	LIHC	Hep 3B2.1-7	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_E10_587624	M	hepatocellular_carcinoma	carcinoma	liver	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G09_464664	ATCC
beac0c83-96a4-455c-8526-538b901566bc	LCLL	Set-2	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_D07_587724	F	essential_thrombocythaemia	haematopoietic_neoplasm	haematopoietic_and_lymphoid_tissue	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F08_592698	DSMZ
becae7d6-fdb7-4f63-8947-40b799a8d544	STAD	SNU-16	CASED_p_NCLE_RNA4_HG-U133_Plus_2_D07_383704	F	undifferentiated_adenocarcinoma	carcinoma	stomach	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E08_335298	ATCC
bf192015-2a20-4889-9b1d-e039f75a55bc	LUSC	NCI-H1651	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G01_436506	M	adenocarcinoma	carcinoma	lung	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F04_437200	ATCC
bf976d9d-723e-4c5f-8ac2-2a3dc98f46bb	PAAD	CFPAC-1	CASED_p_NCLE_RNA4_HG-U133_Plus_2_B07_383738	M	ductal_carcinoma	carcinoma	pancreas	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C02_335238	ATCC
bfdfaace-ef67-450e-9b16-7bb1c1b8d59e	LIHC	SNU-182	CASED_p_NCLE_RNA4_HG-U133_Plus_2_C03_383636	M	hepatocellular_carcinoma	carcinoma	liver	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C03_592888	ATCC
c0d39a4c-2404-47f2-8fba-aed1df2b8fa9	LUSC	NCI-H2347	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D01_436528	F	adenocarcinoma	carcinoma	lung	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F01_437206	ATCC
c0e2aea3-1d5b-4881-946d-443120b60d9e	CESC	JHUEM-7		F	adenocarcinoma	carcinoma	endometrium	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B10_293322	RIKEN
c11bfba1-f884-4137-b04f-c14cb4698a62	STAD	SNU-601	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_B04_779662	M	NS	carcinoma	stomach	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_B11_592706	KCLB
c177d167-471b-408e-bd04-50a7cfc4cbeb	ESCA	TE-11	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C09_296054		squamous_cell_carcinoma	carcinoma	oesophagus	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F07_293412	RIKEN
c1911d71-eaa5-43b5-8c69-dd3e4722665e	SKCM	Hs 839.T	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B10_454602	F	NS	malignant_melanoma	skin	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D08_437512	ATCC
c1925a2b-1a85-4658-9204-e5f88019ff31	HNSC	YD-38	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_B06_587700	M	squamous_cell_carcinoma	carcinoma	upper_aerodigestive_tract	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_A04_698586	KCLB
c19cc7f4-404e-499a-bb1b-49da210a76eb	LUSC	HCC-2108	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_A09_569560	M	adenocarcinoma	carcinoma	lung		KCLB
c1ac6079-f8e8-4ce0-ae43-6849200a5cdb	LGG	GMS-10	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A11_296010	M	astrocytoma_Grade_IV	glioma	central_nervous_system	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E10_293394	DSMZ
c32a2793-a874-42e5-90fc-2bbd0d1fd58c	LGG	NMC-G1	CASED_p_NCLE_RNA4_HG-U133_Plus_2_F01_383710		NS	glioma	central_nervous_system	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E01_411010	HSRRB
c3e8a64d-7eef-4b68-b082-edc1d993a8c0	THCA	TT2609-C02	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_G09_474750	M	follicular_carcinoma	carcinoma	thyroid	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A04_490486	DSMZ
c4ca68cc-0fde-4c01-b1cb-91cbb6273ab8	BRCA	HCC1395	CASED_p_NCLE_RNA4_HG-U133_Plus_2_E12_383706	F	ductal_carcinoma	carcinoma	breast	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_H12_335378	ATCC
c51b8f97-b3e6-4773-bbc2-db92014c44b3	SKCM	COLO-679	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_H06_241028	F	NS	malignant_melanoma	skin	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F06_256132	DSMZ
c5342be3-f117-4509-8838-56723a8fd1c7	LGG	CHP-212	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G10_296152		NS	neuroblastoma	autonomic_ganglia	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D02_335262	ATCC
c53c9166-2c08-44dd-907d-66e0ce3657e4	THCA	CAL-62	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E01_474604	F	anaplastic_carcinoma	carcinoma	thyroid	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H01_490514	DSMZ
c5b5dba9-1eee-43ec-a097-dc72d45b20da	PAAD	Panc 03.27	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_F08_296124	F	ductal_carcinoma	carcinoma	pancreas	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C03_256054	ATCC
c602930d-a4bf-4acb-8c64-db73f99bd26d	COAD	Hs 675.T	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B04_454590	M	NS	carcinoma	large_intestine	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H08_464646	ATCC
c662bddb-1838-4928-894e-5be6cfa283cd	PAAD	SNU-410	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_D04_587678	M	NS	carcinoma	pancreas	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F09_592692	KCLB
c6ef15bf-082d-4cd3-ba3f-996ce6aca039	BLCA	253J	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_A03_569510		transitional_cell_carcinoma	carcinoma	urinary_tract		KCLB
c7a31361-cedc-4114-9c43-c7b80517a1a9	LUSC	ChaGo-K-1	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_C06_569486	M	NS	carcinoma	lung	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F04_542948	ECACC
c8208f1a-9cb9-460b-a555-c7f662e5091a	CESC	MFE-296	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_E12_241160	F	adenocarcinoma	carcinoma	endometrium	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G08_246768	DSMZ
c83c157a-080c-478b-8aeb-d3104b431af0	LUSC	NCI-H1395	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G03_296138	F	adenocarcinoma	carcinoma	lung	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A10_437334	ATCC
c844ec0b-d1b6-417e-a363-b46d6d97c8a4	LUSC	COR-L88	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_E11_569432	M	small_cell_carcinoma	carcinoma	lung	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E03_578338	ECACC
c8c504ab-d440-4373-8762-8bd75c910266	OV	SNU-8	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_E05_587672	F	adenocarcinoma	carcinoma	ovary	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_A04_780198	KCLB
c975d610-f45a-4637-86fc-b851e510c959	LUSC	NCI-H650	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_G12_569550	M	bronchioloalveolar_adenocarcinoma	carcinoma	lung	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_B05_293312	ATCC
c9bda390-0bec-415c-b75a-810ee0594e79	DLBC	ST486	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H08_454720	F	Burkitt_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_E01_437244	ATCC
ca646e08-060f-402c-aaa0-abfdcdf3b4a4	COAD	LS 180	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G11_296154	F	adenocarcinoma	carcinoma	large_intestine	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E07_335296	ATCC
cab953d9-9642-4bf9-92e5-c6aedf1e342c	KIRC	SNU-349	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_A01_779644	M	clear_cell_renal_cell_carcinoma	carcinoma	kidney	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E01_592680	KCLB
cae48da7-4522-4183-b95a-8ab284188104	LUSC	NCI-H1876	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_E05_569520	M	small_cell_carcinoma	carcinoma	lung	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_C10_542954	ATCC
cb77b4d3-0e18-4c8f-bc35-650a4b17626f	LUSC	NCI-H82	CASED_p_NCLE_RNA4_HG-U133_Plus_2_D08_383708	M	small_cell_carcinoma	carcinoma	lung	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E11_335304	ATCC
cbac089b-db6c-4a7a-8351-034b0055807a	THCA	B-CPAP	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_G05_474666	F	papillary_carcinoma	carcinoma	thyroid	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G05_490434	DSMZ
cbdb78d9-6453-4a40-a043-0a7bcbf237d3	BLCA	KU-19-19	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D06_474634	M	transitional_cell_carcinoma	carcinoma	urinary_tract	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H10_490512	DSMZ
cbfd3584-ca62-49cd-ac0c-421773331ce7	COAD	HT115	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_F05_698832		NS	carcinoma	large_intestine	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G08_698736	ECACC
cc52c175-9db1-4433-bef6-10c573555304	LCLL	THP-1	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F05_419794	M	acute_myeloid_leukaemia	haematopoietic_neoplasm	haematopoietic_and_lymphoid_tissue	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H03_410938	ATCC
cd1ad136-1e68-4f08-8341-216382301fd8	BRCA	MDA-MB-436	CASED_p_NCLE_RNA4_HG-U133_Plus_2_C09_383596	F	NS	carcinoma	breast	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F10_335326	ATCC
cd208446-6a9d-4381-ae8b-51c5bf028191	MM	KMS-21BM	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B04_419850	M	plasma_cell_myeloma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F05_410976	HSRRB
ce14fbd2-9af5-40cc-9e4b-3eca94a78b31	LUSC	IA-LM	CASED_p_NCLE_RNA4_HG-U133_Plus_2_F11_383686	M	large_cell_carcinoma	carcinoma	lung	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A01_437562	RIKEN
ce9f1b08-8a07-416a-ab43-90e011092b08	KIRC	A-498	CASED_p_NCLE_RNA4_HG-U133_Plus_2_A11_383760	F	renal_cell_carcinoma	carcinoma	kidney	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E01_335284	ATCC
ceadf469-3be5-4dcf-b01e-37a9bd4d8c11	PAAD	AsPC-1	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E02_240948	F	ductal_carcinoma	carcinoma	pancreas	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G07_246766	ATCC
cef780d4-0a0c-4339-bdbe-02765e8168ba	BRCA	Hs 578T	CASED_p_NCLE_RNA4_HG-U133_Plus_2_C01_383628	F	ductal_carcinoma	carcinoma	breast	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F02_335310	ATCC
cf1c8df6-caee-4e38-90ff-4bc0a713f8a4	OV	RMG-I	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_B10_257640	F	clear_cell_carcinoma	carcinoma	ovary	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F10_246748	HSRRB
cf949e8b-fb3d-4166-b846-8e2d9a66355a	CESC	HEC-1-B	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E10_698932	F	adenocarcinoma	carcinoma	endometrium	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C05_698694	ATCC
cf9fc6ff-f92d-4b28-8793-4f597937dcad	LGG	MHH-NB-11	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_A04_523474	M	NS	neuroblastoma	autonomic_ganglia	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H08_542886	DSMZ
cff7ddf1-d404-45e2-9bac-ed18b9638a56	COAD	COLO 201	CASED_p_NCLE_RNA4_HG-U133_Plus_2_B03_383776	M	adenocarcinoma	carcinoma	large_intestine		ATCC
d003fc12-6896-4918-bff6-0e099010e7ce	BRCA	Hs 742.T	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A01_698800	F	NS	carcinoma	breast	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E08_578426	ATCC
d07192bd-81b1-4734-b30b-46c13eccaa94	LCLL	SKM-1	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B06_454594	M	acute_myeloid_leukaemia	haematopoietic_neoplasm	haematopoietic_and_lymphoid_tissue	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H04_464638	HSRRB
d08adcda-bcbf-46bd-a700-9af0823d41eb	OV	IGROV1	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C04_240904	F	adenocarcinoma	carcinoma	ovary	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C05_256058	NCI/DCTD
d0cb3f54-1fcf-4ca6-8119-3b0737c8a69c	COAD	LS411N	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C04_296044	M	adenocarcinoma	carcinoma	large_intestine	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C03_293332	ATCC
d14bd563-14c0-454f-b67c-c1bda6e4035f	LGG	SK-N-BE(2)	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C06_454620	M	NS	neuroblastoma	autonomic_ganglia	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E11_437394	ATCC
d16079cf-954f-40fd-bd09-434701481977	OV	OVCAR-8	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_G07_569544	F	NS	carcinoma	ovary	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C07_256062	NCI/DCTD
d171829f-a4d9-41b7-8fce-b3a5cfb1e781	LIHC	SNU-478	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_C06_587664		NS	carcinoma	biliary_tract	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F03_592652	KCLB
d2198c12-a415-4091-8959-73101b2c0582	LUSC	IST-MES2	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D11_454652	M	NS	mesothelioma	pleura	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_E09_437398	ICLC
d293fff4-15e7-41af-a544-f3e4fafc70a7	DLBC	EB1	CASED_p_NCLE_RNA4_HG-U133_Plus_2_G08_383598	F	Burkitt_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F06_410978	ATCC
d3564cee-3741-4bfd-a778-6ba253dba86a	LUSC	LCLC-103H	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E02_474726	M	large_cell_carcinoma	carcinoma	lung	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G07_490368	DSMZ
d39fa32d-07d4-467d-b327-0d11d9fd85ff	LGG	SF539							
d4290f49-b315-4d22-88e6-bf21ce9b3955	LGG	CAS-1	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H09_419838	M	astrocytoma_Grade_IV	glioma	central_nervous_system	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E02_411008	ICLC
d45da930-3e81-4509-993c-8f316a038033	MM	KMS-20	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A07_587612	F	plasma_cell_myeloma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G03_437424	HSRRB
d472409c-91b8-491f-9510-e523e8f689dc	LIHC	SNU-475	CASED_p_NCLE_RNA4_HG-U133_Plus_2_H11_383774	M	hepatocellular_carcinoma	carcinoma	liver	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A12_437330	ATCC
d4ca9d55-8e33-4083-bcdb-27fedfe9d800	ESCA	TE-4	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_D06_698874		squamous_cell_carcinoma	carcinoma	oesophagus	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_C04_593000	RIKEN
d4da310b-dd68-4e05-b4b0-20171a148d47	LUSC	NCI-H2073		F	adenocarcinoma	carcinoma	lung	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H02_464642	ATCC
d54514e6-1825-46cd-a394-53886430033d	MM	KMS-26	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B05_419848	M	plasma_cell_myeloma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D07_411022	HSRRB
d610ee68-a592-4e1f-880f-a2e75efbc962	BRCA	MCF7	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G05_454738	F	NS	carcinoma	breast	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B09_437556	ATCC
d62c141e-ffb9-494a-81d8-dd601412bcc2	COAD	SNU-C1	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H03_454726	M	adenocarcinoma	carcinoma	large_intestine	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D05_437290	ATCC
d62d67e3-da37-4046-8be5-07d2ac93f47f	LGG	LN-18	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_A02_240852	M	astrocytoma_Grade_IV	glioma	central_nervous_system	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F06_246740	ATCC
d65dbaa1-7d0f-408c-a203-9260e0a5a847	LUSC	HCC-15	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_E01_241138	M	squamous_cell_carcinoma	carcinoma	lung	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H01_293448	DSMZ
d667f0da-d77a-407a-8382-5a8c87642f6a	LUSC	NCI-H647	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A10_296008	M	mixed_adenosquamous_carcinoma	carcinoma	lung	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G04_256152	ATCC
d672eb5c-2119-45c3-be91-02645eeed355	HNSC	HSC-2	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C09_419726	M	squamous_cell_carcinoma	carcinoma	upper_aerodigestive_tract	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F11_437432	HSRRB
d77cb0f1-9831-4613-a29a-5796b2d3754f	LUSC	NCI-H1650	CASED_p_NCLE_RNA4_HG-U133_Plus_2_B09_383752	M	bronchioloalveolar_adenocarcinoma	carcinoma	lung	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_B06_410890	ATCC
d7986b7f-ec9d-40d2-81a4-fcb6eb9afb4d	DLBC	Hs 611.T	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_D05_436566	F	Hodgkin_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_G01_437230	ATCC
d818fcef-a7bb-4a27-be14-1e82c39664f8	CESC	HEC-1-A	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C11_296058	F	adenocarcinoma	carcinoma	endometrium	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A10_293298	ATCC
d8abd180-2bcc-4068-98d6-c33fd6d04494	HNSC	BICR 56	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A02_698820	F	squamous_cell_carcinoma	carcinoma	upper_aerodigestive_tract	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_C09_578334	ECACC
d8b785e2-9fad-4528-98a3-69778f0d2e79	LIHC	Hep G2	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_A09_240866	M	hepatocellular_carcinoma	carcinoma	liver	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C06_256060	ATCC
d8c29806-14c5-4d2a-9f1c-5cec1f723a10	SARC	MES-SA	CASED_p_NCLE_RNA4_HG-U133_Plus_2_D02_383624	F	NS	sarcoma	soft_tissue	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C06_780386	ATCC
d9502452-91ff-427f-af32-c5f58b20a234	OV	EFO-21	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_A12_257620	F	serous_carcinoma	carcinoma	ovary	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F04_246736	DSMZ
d9caf81f-cade-4442-99fd-ed8971b7fc32	LUSC	NCI-H69	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C02_454610	M	small_cell_carcinoma	carcinoma	lung	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D04_437520	ATCC
d9ec1a2f-1900-496f-9dd0-2a0ab59d138b	BLCA	J82	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_D12_241136	M	transitional_cell_carcinoma	carcinoma	urinary_tract	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G06_256156	ATCC
da0953c6-d982-4e5a-ab20-f763a6b79303	BLCA	T24	CASED_p_NCLE_RNA4_HG-U133_Plus_2_E03_383672	F	transitional_cell_carcinoma	carcinoma	urinary_tract	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B02_437298	ATCC
da545053-de33-43d7-8427-8dc660be0ed1	STAD	NUGC-4	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H06_419836		signet_ring_adenocarcinoma	carcinoma	stomach	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E04_411004	RIKEN
da5bc6be-ad01-480e-85d4-7a4aaf3e5d9b	DLBC	A3KAW	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_F06_419792	F	diffuse_large_B_cell_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G12_410936	HSRRB
